primary_artist,primary_artist_id,featured_artist,featured_artist_id,track,track_id,unique_id
A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,Birdy Nam Nam,4e7qJTThm5uI3CplqZObfT,Wild for the Night (feat. Skrillex & Birdy Nam Nam),2DP5IaZ0WEUhibImafxF1Y|2rzBvHM9h36Tpdj7Jdajka,13ubrt8QOOCPljQ2FL1Kca4e7qJTThm5uI3CplqZObfT
A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,Lord Flacko,5XJdV8h0NLbf3CZdfwX3lg,Wild for the Night (feat. Skrillex & Birdy Nam Nam),2DP5IaZ0WEUhibImafxF1Y|2rzBvHM9h36Tpdj7Jdajka,13ubrt8QOOCPljQ2FL1Kca5XJdV8h0NLbf3CZdfwX3lg
A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,Joey Bada$$,2P5sC9cVZDToPxyomzF1UH,"1Train (feat. Kendrick Lamar, Joey Bada$$, Yelawolf, Danny Brown, Action Bronson & Big K.R.I.T.)",1eLU27PPFxBhbp1CBjPh9J|3MhUu5CEC5SYcleNZ2zUmx,13ubrt8QOOCPljQ2FL1Kca2P5sC9cVZDToPxyomzF1UH
A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,Yelawolf,68DWke2VjdDmA75aJX5C57,"1Train (feat. Kendrick Lamar, Joey Bada$$, Yelawolf, Danny Brown, Action Bronson & Big K.R.I.T.)",1eLU27PPFxBhbp1CBjPh9J|3MhUu5CEC5SYcleNZ2zUmx,13ubrt8QOOCPljQ2FL1Kca68DWke2VjdDmA75aJX5C57
A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,Danny Brown,7aA592KWirLsnfb5ulGWvU,"1Train (feat. Kendrick Lamar, Joey Bada$$, Yelawolf, Danny Brown, Action Bronson & Big K.R.I.T.)",1eLU27PPFxBhbp1CBjPh9J|3MhUu5CEC5SYcleNZ2zUmx,13ubrt8QOOCPljQ2FL1Kca7aA592KWirLsnfb5ulGWvU
A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,Action Bronson,7BMccF0hQFBpP6417k1OtQ,"1Train (feat. Kendrick Lamar, Joey Bada$$, Yelawolf, Danny Brown, Action Bronson & Big K.R.I.T.)",1eLU27PPFxBhbp1CBjPh9J|3MhUu5CEC5SYcleNZ2zUmx,13ubrt8QOOCPljQ2FL1Kca7BMccF0hQFBpP6417k1OtQ
A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,Big K.R.I.T.,0CKa42Jqrc9fSFbDjePaXP,"1Train (feat. Kendrick Lamar, Joey Bada$$, Yelawolf, Danny Brown, Action Bronson & Big K.R.I.T.)",1eLU27PPFxBhbp1CBjPh9J|3MhUu5CEC5SYcleNZ2zUmx,13ubrt8QOOCPljQ2FL1Kca0CKa42Jqrc9fSFbDjePaXP
A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,Gunplay,7cvtOrIEaUrqbGmYA9Kj34,Ghetto Symphony (feat. Gunplay & A$AP Ferg),57pOLYHz6mt5aMkOXa2Gis,13ubrt8QOOCPljQ2FL1Kca7cvtOrIEaUrqbGmYA9Kj34
A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,A$AP Ferg,5dHt1vcEm9qb8fCyLcB3HL,Ghetto Symphony (feat. Gunplay & A$AP Ferg),57pOLYHz6mt5aMkOXa2Gis,13ubrt8QOOCPljQ2FL1Kca5dHt1vcEm9qb8fCyLcB3HL
A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,Florence Welch,0IROOdQ2fQUcoaEPqt1Isg,I Come Apart (feat. Florence Welch),6PnmrzPJXoDBj5NKUCnC8e,13ubrt8QOOCPljQ2FL1Kca0IROOdQ2fQUcoaEPqt1Isg
A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,Bun B,45a6gCQWq61lIUDmr1tKuO,"Purple Swag REMIX (feat. Bun B, Paul Wall & Killa Kyleon)",5whbaLJtfCN3YNe9Rp5qj2,13ubrt8QOOCPljQ2FL1Kca45a6gCQWq61lIUDmr1tKuO
A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,Paul Wall,0k7Xl1pqI3tu8sSEjo5oEg,"Purple Swag REMIX (feat. Bun B, Paul Wall & Killa Kyleon)",5whbaLJtfCN3YNe9Rp5qj2,13ubrt8QOOCPljQ2FL1Kca0k7Xl1pqI3tu8sSEjo5oEg
A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,Killa Kyleon,0uzlfGNw35ha8bszBDhKy7,"Purple Swag REMIX (feat. Bun B, Paul Wall & Killa Kyleon)",5whbaLJtfCN3YNe9Rp5qj2,13ubrt8QOOCPljQ2FL1Kca0uzlfGNw35ha8bszBDhKy7
A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,slowthai,3r1XkJ7vCs8kHBSzGvPLdP,MAZZA (feat. A$AP Rocky)|feel away (feat. James Blake & Mount Kimbie)|nhs,0pauM2SXIq7pAQlmpYq3N6|5f7MdwR02i1Lxy9TLi80SA|60gGo3sc2lmSpLpdCduJ3T,13ubrt8QOOCPljQ2FL1Kca3r1XkJ7vCs8kHBSzGvPLdP
A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,James Blake,53KwLdlmrlCelAZMaLVZqU,feel away (feat. James Blake & Mount Kimbie),0pauM2SXIq7pAQlmpYq3N6,13ubrt8QOOCPljQ2FL1Kca53KwLdlmrlCelAZMaLVZqU
A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,Mount Kimbie,3NUtpWpGDoffm3RCGhSHtl,feel away (feat. James Blake & Mount Kimbie),0pauM2SXIq7pAQlmpYq3N6,13ubrt8QOOCPljQ2FL1Kca3NUtpWpGDoffm3RCGhSHtl
A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,BURNS,5eKqhPrKad0J9xGAtq3rW7,Energy (with A$AP Rocky & Sabrina Claudio)|Energy (with A$AP Rocky & Sabrina Claudio) (feat. Sabrina Claudio) - BURNS' Extra Energy Edit|Energy (with A$AP Rocky & Sabrina Claudio) (feat. Sabrina Claudio) - GOVI Remix|Energy (with A$AP Rocky & Sabrina Claudio) (feat. Sabrina Claudio) - Krs. Remix|Energy (with A$AP Rocky & Sabrina Claudio) (feat. Sabrina Claudio) - Sonny Fodera Remix|Energy (with A$AP Rocky) - Illyus & Barrientos Remix,0K6QfDFkOWx1KMa4c4WdIk|0hY7mfdmZvpylJG1RTK4sE|13jLiEg5wdMXuJzXXnRcnj|3zYN7s2plUcBlLiDIc0LQZ|4fq7K5sXCxgpvAOGYBzgkz|631rJfuxbMIEIC0yBVGous|7uaixPPB670BtzMKTu4Ljp,13ubrt8QOOCPljQ2FL1Kca5eKqhPrKad0J9xGAtq3rW7
A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,Sabrina Claudio,30DhU7BDmF4PH0JVhu8ZRg,Energy (with A$AP Rocky & Sabrina Claudio)|Energy (with A$AP Rocky & Sabrina Claudio) (feat. Sabrina Claudio) - BURNS' Extra Energy Edit|Energy (with A$AP Rocky & Sabrina Claudio) (feat. Sabrina Claudio) - GOVI Remix|Energy (with A$AP Rocky & Sabrina Claudio) (feat. Sabrina Claudio) - Krs. Remix|Energy (with A$AP Rocky & Sabrina Claudio) (feat. Sabrina Claudio) - Sonny Fodera Remix,0K6QfDFkOWx1KMa4c4WdIk|13jLiEg5wdMXuJzXXnRcnj|3zYN7s2plUcBlLiDIc0LQZ|4fq7K5sXCxgpvAOGYBzgkz|631rJfuxbMIEIC0yBVGous|7uaixPPB670BtzMKTu4Ljp,13ubrt8QOOCPljQ2FL1Kca30DhU7BDmF4PH0JVhu8ZRg
A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,Sonny Fodera,39B7ChWwrWDs7zXlsu3MoP,Energy (with A$AP Rocky & Sabrina Claudio) (feat. Sabrina Claudio) - Sonny Fodera Remix,0K6QfDFkOWx1KMa4c4WdIk|7uaixPPB670BtzMKTu4Ljp,13ubrt8QOOCPljQ2FL1Kca39B7ChWwrWDs7zXlsu3MoP
A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,Illyus & Barrientos,6n5ccknvteaKfN4WA2qf3C,Energy (with A$AP Rocky) - Illyus & Barrientos Remix,0hY7mfdmZvpylJG1RTK4sE,13ubrt8QOOCPljQ2FL1Kca6n5ccknvteaKfN4WA2qf3C
A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,Krs.,0SI28r5htxdHNwmgYlfIpG,Energy (with A$AP Rocky & Sabrina Claudio) (feat. Sabrina Claudio) - Krs. Remix,3zYN7s2plUcBlLiDIc0LQZ,13ubrt8QOOCPljQ2FL1Kca0SI28r5htxdHNwmgYlfIpG
A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,GOVI,12qE4Gh9Ee2jAooVkZLq62,Energy (with A$AP Rocky & Sabrina Claudio) (feat. Sabrina Claudio) - GOVI Remix,4fq7K5sXCxgpvAOGYBzgkz,13ubrt8QOOCPljQ2FL1Kca12qE4Gh9Ee2jAooVkZLq62
A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,Alan Walker,7vk5e3vY1uw9plTHJAMwjN,Live Fast - Instrumental|Live Fast - PUBGM|Live Fast - Remix,0cg41FMxv3ZHEjIkqm0cQ8|23gk3dYysgp4FmWyZ2tOZF|2FohB5iR7vxv3U6Q4dDCFJ|6Co4KQ3NX5iwWWBQJXZGmi,13ubrt8QOOCPljQ2FL1Kca7vk5e3vY1uw9plTHJAMwjN
A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,Kameron,7Gui07OSDQGktpwL3oH8yt,Live Fast - Instrumental|Live Fast - PUBGM|Live Fast - Remix,0cg41FMxv3ZHEjIkqm0cQ8|23gk3dYysgp4FmWyZ2tOZF|6Co4KQ3NX5iwWWBQJXZGmi,13ubrt8QOOCPljQ2FL1Kca7Gui07OSDQGktpwL3oH8yt
A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,Comethazine,1iJdyDcY98X3GMnUesl7tf,Walk - Remix,0AuPeu60S9nXW61rneYxD1,13ubrt8QOOCPljQ2FL1Kca1iJdyDcY98X3GMnUesl7tf
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Gesaffelstein,3hteYQFiMFbJY7wS0xDymP,Hurt You|I Was Never There,1cKHdTo9u0ZymJdPGSh6nq|3FSdXvqyomu6Lakhn7JSAO|56fUbkZ2DHk2PixrNaxlzJ|6QdnKD1zwEgyOWtkrdzlOF,1Xyo4u8uXC1ZmMpatF05PJ3hteYQFiMFbJY7wS0xDymP
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Daft Punk,4tZwfgrHOc3mvqYlEYSvVi,I Feel It Coming|Starboy,3dhjNA0jGA8vHBQ1VdD6vV|5GXAXm5YOmYT0kL5jHvYBt|7HtPBwBoCBDy1tpstag7HL|7MXVkk9YMctZqd1Srtv4MB,1Xyo4u8uXC1ZmMpatF05PJ4tZwfgrHOc3mvqYlEYSvVi
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Lana Del Rey,00FQb4jTyendYWaN8pK0wa,Prisoner|Stargirl Interlude,1bLtyw0nNZDvIF4MpHqLOW|1gZADNt16Oh23jWyMYRk4p|3dkeFXyOlKg0THR22hxvsv|3q3INoUz56tAaKXZSkONon|4EDijkJdHBZZ0GwJ12iTAj|5gDWsRxpJ2lZAffh5p7K0w,1Xyo4u8uXC1ZmMpatF05PJ00FQb4jTyendYWaN8pK0wa
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,Sidewalks,2Eomvb6YHo8lhfleLufuca|4h90qkbnW1Qq6pBhoPvwko,1Xyo4u8uXC1ZmMpatF05PJ2YZyLoL8N0Wb9xBt1NhZWg
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Future,1RyvyyTE3xzB2ZywiAwp0i,All I Know,0NWqNXBJTpXbkI5rPWNy3p|4MBGysmc3qsFY3jYEgYfHe,1Xyo4u8uXC1ZmMpatF05PJ1RyvyyTE3xzB2ZywiAwp0i
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Labrinth,2feDdbD5araYcm6JhFHHw7,Losers,1bAvtmTl0F9loyz9AwPwp7|2bWO9puW3hXQcZZsehDRCo|3ZVu0pxOtzRqbEaaWn8Ytf|7rZSFfDMDBjQAG2Hs9pnlG,1Xyo4u8uXC1ZmMpatF05PJ2feDdbD5araYcm6JhFHHw7
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,Dark Times,3JOh1LxSDVjTLF5DAB8R5M|41oeGHsIkl8UfgwEbyRuP8|4QmL9O27QxB88uw3Mq4Lp7|6J7PIkhtHwmFjPLq0SyuPj,1Xyo4u8uXC1ZmMpatF05PJ6eUKZXaKkcviH0Ku9w2n3V
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Martin Garrix,60d24wfXkVzDSfLS6hyCjZ,Can't Feel My Face - Martin Garrix Remix,5KIfOGEy5DM2TaT0ph5nYM,1Xyo4u8uXC1ZmMpatF05PJ60d24wfXkVzDSfLS6hyCjZ
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Eminem,7dGJo4pcD2V6oG8kP0tJRR,The Hills - Remix,2jpBr2dJrIgrpkqorINSAa,1Xyo4u8uXC1ZmMpatF05PJ7dGJo4pcD2V6oG8kP0tJRR
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,The Hills - Remix,019FM2BxcPE2vyGWeOWhvS,1Xyo4u8uXC1ZmMpatF05PJ0hCNtLu0JehylgoiP8L4Gh
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Drake,3TVXtAsR1Inumwj472S9r4,Live For|The Zone,1p3vijWl4pezgUtyCmCVln|3kgqHVqfiabABjaFi9Tnhn|46X8c9qJzpBLYcos3OX0CE|4ER9305DBAmJqj2P96TfBr|4nYZsbdPt2nozYtWtsV9LM|5Hegrok6kmVN7uXVWkvgDz|5TiqpChMv5rqzAwfRr8h1Y|5n9jS3AxEwy90R3WGN33VN,1Xyo4u8uXC1ZmMpatF05PJ3TVXtAsR1Inumwj472S9r4
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Kavinsky,0UF7XLthtbSF2Eur7559oV,Odd Look,5NWZKYemdvViFPnwmOcl3M|7xcqbjV2NfxlnJzqdRuO7E,1Xyo4u8uXC1ZmMpatF05PJ0UF7XLthtbSF2Eur7559oV
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Juicy J,5gCRApTajqwbnHHPbr2Fpi,Same Old Song,3Dt75NjLThmoBTp5wQC7g7|4kXHKCjfH948GiiRYW0Nje,1Xyo4u8uXC1ZmMpatF05PJ5gCRApTajqwbnHHPbr2Fpi
Nikki Lane,2kWeFaiHBskk8oqky3KHcR,Joseph Bradshaw,2x5hzynKhG9aezTDbVYMIV,Wait Till After Christmas,4GXh0hGl3khoFzKQA2hPJG,2kWeFaiHBskk8oqky3KHcR2x5hzynKhG9aezTDbVYMIV
Nikki Lane,2kWeFaiHBskk8oqky3KHcR,Boulevards,1OO2uAMcUCXUkFzDdsr7x7,Better Off Dead (feat. Nikki Lane)|Where is Da Luv?,578IWecGEFe6XkbAd6iDis|7MysQWCVuHGfWSdlscHK77,2kWeFaiHBskk8oqky3KHcR1OO2uAMcUCXUkFzDdsr7x7
Nikki Lane,2kWeFaiHBskk8oqky3KHcR,Lana Del Rey,00FQb4jTyendYWaN8pK0wa,Breaking Up Slowly|Chemtrails Over The Country Club|Dance Till We Die|Dark But Just A Game|For Free|Let Me Love You Like A Woman|Not All Who Wander Are Lost|Tulsa Jesus Freak|White Dress|Wild At Heart|Yosemite,0Z3JiHn6mhcObPmKhV9WRW|0hyImI8JaWONOrzKH7kJsC|1dBBmAddRRIw6GwF7dPz6z|1gxdWpeOUBpvB908fiZs4D|1hn1kCOG5dm1XgZYKpfaLR|2lhfd0CF0dFlwRVH8NG8vv|3WIifw9lqdgSZpt9renBAg|4Hl9rOqYomojCmxYfr25im|5RJot1fR8C90lLXzHtUqpo|6TZitk9QD7531Jl1TT7TeH|7bPWdJgx8vek7S5i5yAtvG,2kWeFaiHBskk8oqky3KHcR00FQb4jTyendYWaN8pK0wa
Nikki Lane,2kWeFaiHBskk8oqky3KHcR,Zella Day,100sLnojEpcadRx4edEBA6,For Free,2lhfd0CF0dFlwRVH8NG8vv,2kWeFaiHBskk8oqky3KHcR100sLnojEpcadRx4edEBA6
Nikki Lane,2kWeFaiHBskk8oqky3KHcR,Weyes Blood,3Uqu1mEdkUJxPe7s31n1M9,For Free,2lhfd0CF0dFlwRVH8NG8vv,2kWeFaiHBskk8oqky3KHcR3Uqu1mEdkUJxPe7s31n1M9
Nikki Lane,2kWeFaiHBskk8oqky3KHcR,Desure,0fjx8XT7Vb25MDBYBF0uHv,Cocaine Smile|Forever I'm Hers|Hi/Lo|Masochist|On Me|Petty Pain,0vG058F5A0GThoCTctW94b|1SLZk8mIPafqYtMNdRfmwB|33jD93ZgeT9zZePdAyCDju|3K1Jp1FmduuwXv4FqTIfQk|5ov85gTHFtPVkC8YywTCNa|69HEDj4Khc1RpvNF4Rfs2a|732pH3i8t0CqOSfDSKezSd,2kWeFaiHBskk8oqky3KHcR0fjx8XT7Vb25MDBYBF0uHv
Nikki Lane,2kWeFaiHBskk8oqky3KHcR,Brent Cobb,26C2AjqgMr5aDzj6Yp2ORz,Dust Under My Rug|Good Times And Good Love|Keep 'Em on They Toes|Little Stuff|Shut up and Sing|Soapbox|Sometimes I'm a Clown|The World is Ending|This Side of the River|When You Go,07kF9A5cNXa986Nq1FPnr4|0f388trqcZyqGbPJUqGWpx|0lywqgKF3aEuSxWNtJe2uW|1IHGKDiXQUZlAnEfQOHef6|1nJZ0ZbyUyYY07BO8ikCPN|1qIzllFmEzZ2pQ3CmLvFVV|3rvuTFGhI5W2wpgMcPDNVA|4yHoOQfjodzrEu3f5iJTyk|5dSlR5psT3Ze28exd2s2km|6He1txz6EqvpglsMrwptYt,2kWeFaiHBskk8oqky3KHcR26C2AjqgMr5aDzj6Yp2ORz
Nikki Lane,2kWeFaiHBskk8oqky3KHcR,JP Harris,3k5DJmsoipvzJqpjfQFvDy,Better Move It On Home|Better Move It on Home (feat. Leigh Nash)|Golden Ring|Golden Ring (feat. Kristina Murray)|If I Were A Carpenter|If I Were a Carpenter (feat. Kelsey Waldon)|You're the Reason Our Kids Are Ugly|You're the Reason Our Kids Are Ugly (feat. Nikki Lane),00s7B1EwGmFPakaX5JvzQO|2ymxVrikVbP2FXYBBBHiQC|324QjOwVM9n4V58SrERAlF|3kJbkvrWHl8hEWtDsjQIJc|5TH1hnvG3TedGYIDZwWttp|5luqwjuHoBbEGs1mtameCx|6RviKcXGAOrU0IgEZ3bgyO|7eKcGcizVqqK3cYlPMDjfR,2kWeFaiHBskk8oqky3KHcR3k5DJmsoipvzJqpjfQFvDy
Nikki Lane,2kWeFaiHBskk8oqky3KHcR,Leigh Nash,0KaOODqnbHxMIZ3qUH5F5n,Better Move It On Home|Better Move It on Home (feat. Leigh Nash),2ymxVrikVbP2FXYBBBHiQC|324QjOwVM9n4V58SrERAlF,2kWeFaiHBskk8oqky3KHcR0KaOODqnbHxMIZ3qUH5F5n
Nikki Lane,2kWeFaiHBskk8oqky3KHcR,Kelsey Waldon,6hQxXJuBnpCcS2VLTezQv1,If I Were A Carpenter|If I Were a Carpenter (feat. Kelsey Waldon),00s7B1EwGmFPakaX5JvzQO|5luqwjuHoBbEGs1mtameCx,2kWeFaiHBskk8oqky3KHcR6hQxXJuBnpCcS2VLTezQv1
Nikki Lane,2kWeFaiHBskk8oqky3KHcR,Kristina Murray,10lIZ71HHe37pavEUHuS6v,Golden Ring|Golden Ring (feat. Kristina Murray),6RviKcXGAOrU0IgEZ3bgyO|7eKcGcizVqqK3cYlPMDjfR,2kWeFaiHBskk8oqky3KHcR10lIZ71HHe37pavEUHuS6v
Nikki Lane,2kWeFaiHBskk8oqky3KHcR,Buddy Miller,6RwBVkrxTbbtS4bwxYQXcp,After The Fire Is Gone|Angel From Montgomery|Black Muddy River|Come Early Mornin’|Hickory Wind|I Let The Freight Train Carry Me On|If Teardrops Were Pennies|Just Someone I Used To Know|Love’s Gonna Live Here|Sunday Morning Coming Down|Take The Hand Of Jesus|Wedding Bells|Wild Horses|You Don't Know Me,0v60fYXqpARNIlXTniwAh3|0zZbemJTILhgs6MlxNT6VW|11AABewNEA1mYVHUUYXDvI|121Kww6dgRVTbiZXvNofBM|15AVNi5Cfhg8ermSwfdje6|1A8iKPoboNPk4zDpmGqV3u|1DKiQX2aj2Ndw1aRZIp19b|1DpnOx5N8Kw3Q9rniWV4s9|1FXlYiOzVKfaze1Ksj3hA1|2LevfV9F4M5674HPdHufgh|3ELkX3KI9qlFZO9JlOMszB|3JZRzBdRPCo2j8hXKGK0vZ|3xHgGikd5p8h4UxYK5oA77|4Vq1FCAlC33aLLTPOkO2Bm|4Y9u6H9kNLZ4vEJ7nZ2H2J|4pDnG4Mc5YlhWR0roypxtr|5ERBg7Yg9UkeUOF6MHqe0l|5PmUa36K1knxQAsFXlF6Z8|5rCq95BNM1ZYp7W131GOt9|5v4ypzXlFc5jbxtToBSkMo|6hpZamMrMGpfD81sk4O1kn|74QwSwy5gnpAPKkkuqs2Yd|7FE75l85FRrc5AjnVUwKjs|7MrayLjl4mMWsSNBoQZTNw|7raWqZzso34a5kj9aKnEpI,2kWeFaiHBskk8oqky3KHcR6RwBVkrxTbbtS4bwxYQXcp
Nikki Lane,2kWeFaiHBskk8oqky3KHcR,Lee Ann Womack,738OS3zrCO782uDiUN9pet,After The Fire Is Gone,5ERBg7Yg9UkeUOF6MHqe0l|5rCq95BNM1ZYp7W131GOt9,2kWeFaiHBskk8oqky3KHcR738OS3zrCO782uDiUN9pet
Nikki Lane,2kWeFaiHBskk8oqky3KHcR,Kacey Musgraves,70kkdajctXSbqSMJbQO424,Love’s Gonna Live Here,6hpZamMrMGpfD81sk4O1kn|7MrayLjl4mMWsSNBoQZTNw,2kWeFaiHBskk8oqky3KHcR70kkdajctXSbqSMJbQO424
Nikki Lane,2kWeFaiHBskk8oqky3KHcR,Kris Kristofferson,0vYQRW5LIDeYQOccTviQNX,Sunday Morning Coming Down,4pDnG4Mc5YlhWR0roypxtr|5v4ypzXlFc5jbxtToBSkMo,2kWeFaiHBskk8oqky3KHcR0vYQRW5LIDeYQOccTviQNX
Nikki Lane,2kWeFaiHBskk8oqky3KHcR,Lucinda Williams,60ht0hWRy1yjUDfNsLuHuP,Hickory Wind,0zZbemJTILhgs6MlxNT6VW|4Y9u6H9kNLZ4vEJ7nZ2H2J,2kWeFaiHBskk8oqky3KHcR60ht0hWRy1yjUDfNsLuHuP
Nikki Lane,2kWeFaiHBskk8oqky3KHcR,Richard Thompson,5w75MoT8FfcGOMgjgrj1cz,Wedding Bells,3xHgGikd5p8h4UxYK5oA77|74QwSwy5gnpAPKkkuqs2Yd,2kWeFaiHBskk8oqky3KHcR5w75MoT8FfcGOMgjgrj1cz
Nikki Lane,2kWeFaiHBskk8oqky3KHcR,Elizabeth Cook,0dyEUZv8ftA0dzL5vb2Y9s,If Teardrops Were Pennies,15AVNi5Cfhg8ermSwfdje6|7raWqZzso34a5kj9aKnEpI,2kWeFaiHBskk8oqky3KHcR0dyEUZv8ftA0dzL5vb2Y9s
Nikki Lane,2kWeFaiHBskk8oqky3KHcR,Shawn Colvin,0K7VN4aHxHcEb7PqkfoIVA,Wild Horses,11AABewNEA1mYVHUUYXDvI|3ELkX3KI9qlFZO9JlOMszB,2kWeFaiHBskk8oqky3KHcR0K7VN4aHxHcEb7PqkfoIVA
Nikki Lane,2kWeFaiHBskk8oqky3KHcR,Jill Andrews,35VpsbV6V2NdfTeNZEbKfc,Come Early Mornin’,1A8iKPoboNPk4zDpmGqV3u|1DKiQX2aj2Ndw1aRZIp19b,2kWeFaiHBskk8oqky3KHcR35VpsbV6V2NdfTeNZEbKfc
Nikki Lane,2kWeFaiHBskk8oqky3KHcR,Doug Seegers,2WO6GcXH1rWwzge9wOnuxm,Take The Hand Of Jesus,1FXlYiOzVKfaze1Ksj3hA1|2LevfV9F4M5674HPdHufgh,2kWeFaiHBskk8oqky3KHcR2WO6GcXH1rWwzge9wOnuxm
Nikki Lane,2kWeFaiHBskk8oqky3KHcR,Brandi Carlile,2sG4zTOLvjKG1PSoOyf5Ej,Angel From Montgomery,0v60fYXqpARNIlXTniwAh3|3JZRzBdRPCo2j8hXKGK0vZ,2kWeFaiHBskk8oqky3KHcR2sG4zTOLvjKG1PSoOyf5Ej
Nikki Lane,2kWeFaiHBskk8oqky3KHcR,The Lone Bellow,7JFtD8KnbAADBBDleIMuH7,Angel From Montgomery,0v60fYXqpARNIlXTniwAh3|3JZRzBdRPCo2j8hXKGK0vZ,2kWeFaiHBskk8oqky3KHcR7JFtD8KnbAADBBDleIMuH7
Nikki Lane,2kWeFaiHBskk8oqky3KHcR,Larry Campbell,3H4hGe57907k53oCONU1ZR,Black Muddy River,121Kww6dgRVTbiZXvNofBM,2kWeFaiHBskk8oqky3KHcR3H4hGe57907k53oCONU1ZR
Nikki Lane,2kWeFaiHBskk8oqky3KHcR,Teresa Williams,1YkKoLSLa7lChvUaIKMNmS,Black Muddy River,121Kww6dgRVTbiZXvNofBM,2kWeFaiHBskk8oqky3KHcR1YkKoLSLa7lChvUaIKMNmS
Nikki Lane,2kWeFaiHBskk8oqky3KHcR,Steve Earle,2UBTfUoLI07iRqGeUrwhZh,I Let The Freight Train Carry Me On,5PmUa36K1knxQAsFXlF6Z8,2kWeFaiHBskk8oqky3KHcR2UBTfUoLI07iRqGeUrwhZh
Nikki Lane,2kWeFaiHBskk8oqky3KHcR,Jonathan Tyler,5p6wXe8rGh3RBbhZlLj9qU,"California Sunshine|Disappear|Everything Was Cool in 2002|Goin' Down to the City|Hallelujah|Hey Mama, My Time Ain't Long|Honey Pie|Late Night Special|Let It Out|Let it out|Riverbottom|To Love Is To Fly|To Love Is to Fly (feat. Nikki Lane)",0FFRirnXsMscq5zEHOXBEw|0tJzznLT5Z2NFMMM8R9PQN|0zn2VSypWDE5ZCRT60dwpN|1QPHGB0hyRopA4pIywNFaf|3JkRwocj42HtDSq8ra7Csc|3ReLspVBQ1F8DiNqPIeDmO|3wlFo4q4dg4AZlSAVTfxzD|4LIaot88U1SVn6IIYNXRVK|4SVmaq4KC9CRFYTeSeOsHv|4YBUtTCOzfLtycbWQ63Ylg|4YfvWLhH0q3zczO6b3x2xl|4d2ihWWBx4xBdZLti1NZCI|4tMuUkE6pRx2OQ9S0w3vlO|5ieObPBM2SFKA9ssRGTxlo|5yX6HsJUOCd6p9xu7DTK1Z|5zlS3BfsrhAJ50HwCzfN4g|6FUTlxtSg9VizI9NU32Aj5|6ONSoCmDYiQ2lJdX2YxV11|6hFfGNjEU6Da8BvLMAQgCe|7K6CzBJhHfG19ZH4kLbRMB|7ekZrGVm3HLFx9PvlkpVIN|7iHqJkRnL9sRKpcFzgfVl1,2kWeFaiHBskk8oqky3KHcR5p6wXe8rGh3RBbhZlLj9qU
